DateTime,HomePrice,RegionName,MonthlyChange,LastValue,Rank,Year
2010/8/31,262669,Warner Springs,-0.3630143,263626,35,2010.6666666 
2010/9/30,460043,Alpine,-1.0059864,464718,10,2010.7499999 
2010/9/30,434669,Bonita,-0.2956707,435958,12,2010.7499999 
2010/9/30,436901,Bonsall,-0.4286867,438782,11,2010.7499999 
2010/9/30,220627,Borrego Springs,-1.2253541,223364,40,2010.7499999 
2010/9/30,242363,Boulevard,0.5059239,241143,37,2010.7499999 
2010/9/30,210156,Campo,-1.1244625,212546,41,2010.7499999 
2010/9/30,593476,Carlsbad,-0.580959,596944,6,2010.7499999 
2010/9/30,336524,Chula Vista,-0.3544346,337721,25,2010.7499999 
2010/9/30,701822,Coronado,-0.8248323,707659,4,2010.7499999 
2010/9/30,757698,Del Mar,0.8771019,751110,2,2010.7499999 
2010/9/30,329438,Descanso,-0.6981076,331754,27,2010.7499999 
2010/9/30,309554,Dulzura,-1.1663213,313207,29,2010.7499999 
2010/9/30,348152,El Cajon,-0.7590895,350815,20,2010.7499999 
2010/9/30,745027,Encinitas,-0.7408858,750588,3,2010.7499999 
2010/9/30,343259,Escondido,-0.3411394,344434,22,2010.7499999 
2010/9/30,395971,Fallbrook,-0.5090491,397997,16,2010.7499999 
2010/9/30,292139,Imperial Beach,0.1010814,291844,31,2010.7499999 
2010/9/30,474667,Jamul,-0.6534265,477789,9,2010.7499999 
2010/9/30,289397,Julian,-0.8788785,291963,32,2010.7499999 
2010/9/30,378623,La Mesa,-0.9063405,382086,18,2010.7499999 
2010/9/30,344835,Lakeside,-0.8866981,347920,21,2010.7499999 
2010/9/30,283956,Lemon Grove,-0.7459191,286090,33,2010.7499999 
2010/9/30,231170,National City,0.160312,230800,38,2010.7499999 
2010/9/30,341868,Oceanside,-0.3869509,343196,24,2010.7499999 
2010/9/30,476786,Pala,-0.7161227,480225,8,2010.7499999 
2010/9/30,277014,Palomar Mountain,-0.3234825,277913,34,2010.7499999 
2010/9/30,402763,Pauma Valley,-0.7977793,406002,15,2010.7499999 
2010/9/30,228789,Pine Valley,-0.8519859,230755,39,2010.7499999 
2010/9/30,248121,Potrero,-1.3015478,251393,36,2010.7499999 
2010/9/30,525205,Poway,-0.8293098,529597,7,2010.7499999 
2010/9/30,356603,Ramona,-0.5812851,358688,19,2010.7499999 
2010/9/30,1937175,Rancho Santa Fe,0.2341863,1932649,1,2010.7499999 
2010/9/30,426252,San Diego,-0.5636063,428668,13,2010.7499999 
2010/9/30,380647,San Marcos,-0.2298676,381524,17,2010.7499999 
2010/9/30,323076,Santa Ysabel,0.1096919,322722,28,2010.7499999 
2010/9/30,333863,Santee,-0.9229226,336973,26,2010.7499999 
2010/9/30,625987,Solana Beach,0.3451239,623834,5,2010.7499999 
2010/9/30,298406,Spring Valley,-0.7209563,300573,30,2010.7499999 
2010/9/30,423290,Valley Center,-1.0914546,427961,14,2010.7499999 
2010/9/30,342297,Vista,-0.1746885,342896,23,2010.7499999 
2010/9/30,262940,Warner Springs,0.1031717,262669,35,2010.7499999 
2010/10/31,453115,Alpine,-1.5059462,460043,10,2010.8333332 
2010/10/31,430972,Bonita,-0.8505322,434669,12,2010.8333332 
2010/10/31,433102,Bonsall,-0.8695334,436901,11,2010.8333332 
2010/10/31,216436,Borrego Springs,-1.8995862,220627,40,2010.8333332 
2010/10/31,244031,Boulevard,0.6882239,242363,36,2010.8333332 
2010/10/31,207527,Campo,-1.2509755,210156,41,2010.8333332 
2010/10/31,589046,Carlsbad,-0.7464497,593476,6,2010.8333332 
2010/10/31,334252,Chula Vista,-0.6751376,336524,25,2010.8333332 
2010/10/31,691114,Coronado,-1.525743,701822,4,2010.8333332 
2010/10/31,761704,Del Mar,0.5287067,757698,2,2010.8333332 
2010/10/31,327365,Descanso,-0.6292535,329438,27,2010.8333332 
2010/10/31,306007,Dulzura,-1.1458421,309554,29,2010.8333332 
2010/10/31,344303,El Cajon,-1.1055516,348152,20,2010.8333332 
2010/10/31,737629,Encinitas,-0.9929841,745027,3,2010.8333332 
2010/10/31,341548,Escondido,-0.4984574,343259,21,2010.8333332 
2010/10/31,391275,Fallbrook,-1.1859454,395971,16,2010.8333332 
2010/10/31,292425,Imperial Beach,0.0978986,292139,31,2010.8333332 
2010/10/31,470821,Jamul,-0.8102522,474667,8,2010.8333332 
2010/10/31,285058,Julian,-1.4993245,289397,32,2010.8333332 
2010/10/31,374279,La Mesa,-1.1473154,378623,18,2010.8333332 
2010/10/31,340547,Lakeside,-1.2434933,344835,22,2010.8333332 
2010/10/31,281519,Lemon Grove,-0.8582316,283956,33,2010.8333332 
2010/10/31,231198,National City,0.0121123,231170,38,2010.8333332 
2010/10/31,339710,Oceanside,-0.6312378,341868,24,2010.8333332 
2010/10/31,470479,Pala,-1.3228157,476786,9,2010.8333332 
2010/10/31,272070,Palomar Mountain,-1.7847473,277014,34,2010.8333332 
2010/10/31,396621,Pauma Valley,-1.5249663,402763,15,2010.8333332 
2010/10/31,225435,Pine Valley,-1.4659796,228789,39,2010.8333332 
2010/10/31,243802,Potrero,-1.740683,248121,37,2010.8333332 
2010/10/31,520313,Poway,-0.9314458,525205,7,2010.8333332 
2010/10/31,354048,Ramona,-0.716483,356603,19,2010.8333332 
2010/10/31,1933931,Rancho Santa Fe,-0.1674603,1937175,1,2010.8333332 
2010/10/31,422795,San Diego,-0.8110226,426252,13,2010.8333332 
2010/10/31,378438,San Marcos,-0.5803277,380647,17,2010.8333332 
2010/10/31,320497,Santa Ysabel,-0.7982642,323076,28,2010.8333332 
2010/10/31,330085,Santee,-1.1316019,333863,26,2010.8333332 
2010/10/31,625986,Solana Beach,-1.60E-04,625987,5,2010.8333332 
2010/10/31,295567,Spring Valley,-0.9513884,298406,30,2010.8333332 
2010/10/31,416852,Valley Center,-1.5209431,423290,14,2010.8333332 
2010/10/31,340252,Vista,-0.5974344,342297,23,2010.8333332 
2010/10/31,258618,Warner Springs,-1.643721,262940,35,2010.8333332 
2010/11/30,446093,Alpine,-1.549717,453115,10,2010.9166665 
2010/11/30,424871,Bonita,-1.4156372,430972,12,2010.9166665 
2010/11/30,428928,Bonsall,-0.9637453,433102,11,2010.9166665 
2010/11/30,211985,Borrego Springs,-2.0564971,216436,40,2010.9166665 
2010/11/30,242263,Boulevard,-0.7244981,244031,36,2010.9166665 
2010/11/30,204389,Campo,-1.5120924,207527,41,2010.9166665 
2010/11/30,583573,Carlsbad,-0.9291295,589046,6,2010.9166665 
2010/11/30,331516,Chula Vista,-0.8185441,334252,25,2010.9166665 
2010/11/30,678397,Coronado,-1.8400727,691114,4,2010.9166665 
2010/11/30,764171,Del Mar,0.3238791,761704,2,2010.9166665 
2010/11/30,324009,Descanso,-1.0251554,327365,27,2010.9166665 
2010/11/30,302010,Dulzura,-1.3061793,306007,29,2010.9166665 
2010/11/30,340070,El Cajon,-1.2294403,344303,20,2010.9166665 
2010/11/30,728863,Encinitas,-1.1884023,737629,3,2010.9166665 
2010/11/30,338510,Escondido,-0.8894797,341548,21,2010.9166665 
2010/11/30,386731,Fallbrook,-1.1613315,391275,16,2010.9166665 
2010/11/30,291553,Imperial Beach,-0.2981961,292425,31,2010.9166665 
2010/11/30,466465,Jamul,-0.9251924,470821,8,2010.9166665 
2010/11/30,279088,Julian,-2.0943106,285058,32,2010.9166665 
2010/11/30,369903,La Mesa,-1.1691813,374279,18,2010.9166665 
2010/11/30,335224,Lakeside,-1.5630735,340547,24,2010.9166665 
2010/11/30,278230,Lemon Grove,-1.1683048,281519,33,2010.9166665 
2010/11/30,230669,National City,-0.2288082,231198,38,2010.9166665 
2010/11/30,336883,Oceanside,-0.8321804,339710,23,2010.9166665 
2010/11/30,465837,Pala,-0.986654,470479,9,2010.9166665 
2010/11/30,264940,Palomar Mountain,-2.6206491,272070,34,2010.9166665 
2010/11/30,390629,Pauma Valley,-1.5107622,396621,15,2010.9166665 
2010/11/30,221117,Pine Valley,-1.915408,225435,39,2010.9166665 
2010/11/30,241712,Potrero,-0.857253,243802,37,2010.9166665 
2010/11/30,514904,Poway,-1.0395666,520313,7,2010.9166665 
2010/11/30,350119,Ramona,-1.1097365,354048,19,2010.9166665 
2010/11/30,1920549,Rancho Santa Fe,-0.6919585,1933931,1,2010.9166665 
2010/11/30,418514,San Diego,-1.0125475,422795,13,2010.9166665 
2010/11/30,375087,San Marcos,-0.8854819,378438,17,2010.9166665 
2010/11/30,314907,Santa Ysabel,-1.7441661,320497,28,2010.9166665 
2010/11/30,326289,Santee,-1.1500068,330085,26,2010.9166665 
2010/11/30,626220,Solana Beach,0.037381,625986,5,2010.9166665 
2010/11/30,292459,Spring Valley,-1.0515382,295567,30,2010.9166665 
2010/11/30,411667,Valley Center,-1.2438467,416852,14,2010.9166665 
2010/11/30,337631,Vista,-0.7703114,340252,22,2010.9166665 
2010/11/30,252920,Warner Springs,-2.2032496,258618,35,2010.9166665 
2010/12/31,441169,Alpine,-1.1038057,446093,10,2010.9999998 
2010/12/31,423441,Bonita,-0.3365727,424871,12,2010.9999998 
2010/12/31,425700,Bonsall,-0.7525739,428928,11,2010.9999998 
2010/12/31,206134,Borrego Springs,-2.760101,211985,40,2010.9999998 
2010/12/31,235760,Boulevard,-2.6842729,242263,37,2010.9999998 
2010/12/31,201485,Campo,-1.4208201,204389,41,2010.9999998 
2010/12/31,580299,Carlsbad,-0.5610266,583573,6,2010.9999998 
2010/12/31,330400,Chula Vista,-0.3366353,331516,25,2010.9999998 
2010/12/31,676250,Coronado,-0.3164814,678397,4,2010.9999998 
2010/12/31,767786,Del Mar,0.4730617,764171,2,2010.9999998 
2010/12/31,320295,Descanso,-1.1462645,324009,27,2010.9999998 
2010/12/31,301410,Dulzura,-0.1986689,302010,29,2010.9999998 
2010/12/31,337423,El Cajon,-0.7783692,340070,20,2010.9999998 
2010/12/31,723974,Encinitas,-0.6707708,728863,3,2010.9999998 
2010/12/31,337138,Escondido,-0.4053056,338510,21,2010.9999998 
2010/12/31,382842,Fallbrook,-1.0056085,386731,16,2010.9999998 
2010/12/31,290684,Imperial Beach,-0.298059,291553,31,2010.9999998 
2010/12/31,464465,Jamul,-0.4287567,466465,8,2010.9999998 
2010/12/31,274068,Julian,-1.7987158,279088,33,2010.9999998 
2010/12/31,367978,La Mesa,-0.5204067,369903,18,2010.9999998 
2010/12/31,331266,Lakeside,-1.1807031,335224,24,2010.9999998 
2010/12/31,277298,Lemon Grove,-0.3349747,278230,32,2010.9999998 
2010/12/31,230855,National City,0.080635,230669,38,2010.9999998 
2010/12/31,335485,Oceanside,-0.4149809,336883,23,2010.9999998 
2010/12/31,462741,Pala,-0.6646102,465837,9,2010.9999998 
2010/12/31,263144,Palomar Mountain,-0.6778893,264940,34,2010.9999998 
2010/12/31,386378,Pauma Valley,-1.0882449,390629,15,2010.9999998 
2010/12/31,216862,Pine Valley,-1.9243206,221117,39,2010.9999998 
2010/12/31,242390,Potrero,0.2804991,241712,36,2010.9999998 
2010/12/31,511176,Poway,-0.7240185,514904,7,2010.9999998 
2010/12/31,346031,Ramona,-1.167603,350119,19,2010.9999998 
2010/12/31,1909927,Rancho Santa Fe,-0.553071,1920549,1,2010.9999998 
2010/12/31,416101,San Diego,-0.5765637,418514,13,2010.9999998 
2010/12/31,373087,San Marcos,-0.5332096,375087,17,2010.9999998 
2010/12/31,310467,Santa Ysabel,-1.4099401,314907,28,2010.9999998 
2010/12/31,324846,Santee,-0.442246,326289,26,2010.9999998 
2010/12/31,627269,Solana Beach,0.167513,626220,5,2010.9999998 
2010/12/31,291489,Spring Valley,-0.3316704,292459,30,2010.9999998 
2010/12/31,408664,Valley Center,-0.7294731,411667,14,2010.9999998 
2010/12/31,336389,Vista,-0.3678572,337631,22,2010.9999998 
2010/12/31,249549,Warner Springs,-1.3328325,252920,35,2010.9999998 
2011/1/31,436985,Alpine,-0.9483894,441169,10,2011.0833331 
2011/1/31,421493,Bonita,-0.4600405,423441,12,2011.0833331 
2011/1/31,422885,Bonsall,-0.6612638,425700,11,2011.0833331 
2011/1/31,200933,Borrego Springs,-2.523116,206134,40,2011.0833331 
2011/1/31,231272,Boulevard,-1.9036308,235760,37,2011.0833331 
2011/1/31,199843,Campo,-0.814949,201485,41,2011.0833331 
2011/1/31,576515,Carlsbad,-0.6520776,580299,6,2011.0833331 
2011/1/31,329086,Chula Vista,-0.3976998,330400,24,2011.0833331 
2011/1/31,678810,Coronado,0.3785582,676250,4,2011.0833331 
2011/1/31,771004,Del Mar,0.4191272,767786,2,2011.0833331 
2011/1/31,317033,Descanso,-1.0184361,320295,27,2011.0833331 
2011/1/31,300139,Dulzura,-0.4216847,301410,29,2011.0833331 
2011/1/31,335053,El Cajon,-0.7023825,337423,21,2011.0833331 
2011/1/31,719348,Encinitas,-0.6389732,723974,3,2011.0833331 
2011/1/31,335464,Escondido,-0.4965326,337138,20,2011.0833331 
2011/1/31,379879,Fallbrook,-0.7739485,382842,16,2011.0833331 
2011/1/31,289330,Imperial Beach,-0.4657979,290684,31,2011.0833331 
2011/1/31,460877,Jamul,-0.7725017,464465,8,2011.0833331 
2011/1/31,269716,Julian,-1.5879271,274068,33,2011.0833331 
2011/1/31,365886,La Mesa,-0.5685122,367978,18,2011.0833331 
2011/1/31,327651,Lakeside,-1.091268,331266,25,2011.0833331 
2011/1/31,276433,Lemon Grove,-0.3119388,277298,32,2011.0833331 
2011/1/31,229653,National City,-0.5206731,230855,38,2011.0833331 
2011/1/31,333619,Oceanside,-0.5562097,335485,23,2011.0833331 
2011/1/31,460769,Pala,-0.4261563,462741,9,2011.0833331 
2011/1/31,261427,Palomar Mountain,-0.6524945,263144,34,2011.0833331 
2011/1/31,384813,Pauma Valley,-0.4050438,386378,15,2011.0833331 
2011/1/31,215316,Pine Valley,-0.7128958,216862,39,2011.0833331 
2011/1/31,242090,Potrero,-0.1237675,242390,36,2011.0833331 
2011/1/31,508271,Poway,-0.5682974,511176,7,2011.0833331 
2011/1/31,342478,Ramona,-1.0267866,346031,19,2011.0833331 
2011/1/31,1895544,Rancho Santa Fe,-0.7530654,1909927,1,2011.0833331 
2011/1/31,413563,San Diego,-0.6099481,416101,13,2011.0833331 
2011/1/31,370822,San Marcos,-0.607097,373087,17,2011.0833331 
2011/1/31,306227,Santa Ysabel,-1.3656846,310467,28,2011.0833331 
2011/1/31,323220,Santee,-0.5005449,324846,26,2011.0833331 
2011/1/31,629340,Solana Beach,0.3301614,627269,5,2011.0833331 
2011/1/31,290077,Spring Valley,-0.4844094,291489,30,2011.0833331 
2011/1/31,406213,Valley Center,-0.5997592,408664,14,2011.0833331 
2011/1/31,334763,Vista,-0.483369,336389,22,2011.0833331 
2011/1/31,247161,Warner Springs,-0.9569263,249549,35,2011.0833331 
2011/2/28,434655,Alpine,-0.5331991,436985,10,2011.1666664 
2011/2/28,419902,Bonita,-0.3774677,421493,12,2011.1666664 
2011/2/28,420330,Bonsall,-0.6041832,422885,11,2011.1666664 
2011/2/28,196020,Borrego Springs,-2.4450936,200933,41,2011.1666664 
2011/2/28,229826,Boulevard,-0.6252378,231272,37,2011.1666664 
2011/2/28,198996,Campo,-0.4238327,199843,40,2011.1666664 
2011/2/28,573966,Carlsbad,-0.4421394,576515,6,2011.1666664 
2011/2/28,328117,Chula Vista,-0.2944519,329086,24,2011.1666664 
2011/2/28,679270,Coronado,0.0677656,678810,4,2011.1666664 
2011/2/28,773169,Del Mar,0.2808027,771004,2,2011.1666664 
2011/2/28,315178,Descanso,-0.5851126,317033,27,2011.1666664 
2011/2/28,298775,Dulzura,-0.4544561,300139,29,2011.1666664 
2011/2/28,333119,El Cajon,-0.5772221,335053,21,2011.1666664 
2011/2/28,716015,Encinitas,-0.4633362,719348,3,2011.1666664 
2011/2/28,334007,Escondido,-0.4343238,335464,20,2011.1666664 
2011/2/28,378129,Fallbrook,-0.460673,379879,16,2011.1666664 
2011/2/28,288949,Imperial Beach,-0.1316835,289330,31,2011.1666664 
2011/2/28,457691,Jamul,-0.6912907,460877,8,2011.1666664 
2011/2/28,265785,Julian,-1.457459,269716,33,2011.1666664 
2011/2/28,363635,La Mesa,-0.6152189,365886,18,2011.1666664 
2011/2/28,324896,Lakeside,-0.8408337,327651,25,2011.1666664 
2011/2/28,276253,Lemon Grove,-0.0651152,276433,32,2011.1666664 
2011/2/28,229362,National City,-0.1267129,229653,38,2011.1666664 
2011/2/28,331951,Oceanside,-0.4999715,333619,23,2011.1666664 
2011/2/28,456395,Pala,-0.9492826,460769,9,2011.1666664 
2011/2/28,259155,Palomar Mountain,-0.8690763,261427,34,2011.1666664 
2011/2/28,382648,Pauma Valley,-0.5626109,384813,15,2011.1666664 
2011/2/28,215182,Pine Valley,-0.0622341,215316,39,2011.1666664 
2011/2/28,238958,Potrero,-1.2937337,242090,36,2011.1666664 
2011/2/28,506090,Poway,-0.4291018,508271,7,2011.1666664 
2011/2/28,339032,Ramona,-1.006196,342478,19,2011.1666664 
2011/2/28,1886396,Rancho Santa Fe,-0.4826055,1895544,1,2011.1666664 
2011/2/28,411286,San Diego,-0.5505812,413563,13,2011.1666664 
2011/2/28,368996,San Marcos,-0.4924195,370822,17,2011.1666664 
2011/2/28,302144,Santa Ysabel,-1.3333246,306227,28,2011.1666664 
2011/2/28,322355,Santee,-0.2676196,323220,26,2011.1666664 
2011/2/28,629495,Solana Beach,0.024629,629340,5,2011.1666664 
2011/2/28,289219,Spring Valley,-0.2957835,290077,30,2011.1666664 
2011/2/28,403201,Valley Center,-0.7414829,406213,14,2011.1666664 
2011/2/28,332776,Vista,-0.5935542,334763,22,2011.1666664 
2011/2/28,244985,Warner Springs,-0.8803978,247161,35,2011.1666664 
2011/3/31,430026,Alpine,-1.0649826,434655,10,2011.2499997 
2011/3/31,416251,Bonita,-0.8694886,419902,12,2011.2499997 
2011/3/31,418388,Bonsall,-0.4620179,420330,11,2011.2499997 
2011/3/31,190706,Borrego Springs,-2.7109479,196020,41,2011.2499997 
2011/3/31,227613,Boulevard,-0.9629024,229826,38,2011.2499997 
2011/3/31,197697,Campo,-0.6527769,198996,40,2011.2499997 
2011/3/31,569382,Carlsbad,-0.7986536,573966,6,2011.2499997 
2011/3/31,325959,Chula Vista,-0.6576922,328117,24,2011.2499997 
2011/3/31,675915,Coronado,-0.4939126,679270,4,2011.2499997 
2011/3/31,773328,Del Mar,0.0205647,773169,2,2011.2499997 
2011/3/31,311889,Descanso,-1.0435373,315178,27,2011.2499997 
2011/3/31,295689,Dulzura,-1.0328843,298775,29,2011.2499997 
2011/3/31,329805,El Cajon,-0.9948397,333119,21,2011.2499997 
2011/3/31,710899,Encinitas,-0.7145102,716015,3,2011.2499997 
2011/3/31,330985,Escondido,-0.9047715,334007,20,2011.2499997 
2011/3/31,376809,Fallbrook,-0.3490872,378129,16,2011.2499997 
2011/3/31,289415,Imperial Beach,0.1612741,288949,30,2011.2499997 
2011/3/31,452876,Jamul,-1.0520198,457691,9,2011.2499997 
2011/3/31,262462,Julian,-1.2502587,265785,33,2011.2499997 
2011/3/31,359668,La Mesa,-1.0909291,363635,18,2011.2499997 
2011/3/31,321031,Lakeside,-1.1896114,324896,25,2011.2499997 
2011/3/31,275291,Lemon Grove,-0.3482315,276253,32,2011.2499997 
2011/3/31,228210,National City,-0.5022628,229362,37,2011.2499997 
2011/3/31,329323,Oceanside,-0.7916831,331951,23,2011.2499997 
2011/3/31,453004,Pala,-0.7429967,456395,8,2011.2499997 
2011/3/31,255161,Palomar Mountain,-1.5411626,259155,34,2011.2499997 
